Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
0.227979274611399,0.8202247191011235,0.6476190476190476,0.46788990825688076,2,0.27066503584025625,0.0,3,0.3508771929824561,2,2
0.5077720207253886,0.5842696629213483,1.0,0.7155963302752294,2,0.40560643986801814,0.21428571428571427,3,0.07017543859649122,1,1
0.18652849740932645,0.4719101123595505,0.2666666666666667,0.724770642201835,2,0.3422317669814543,0.07142857142857142,3,0.3157894736842105,2,2
0.21761658031088085,0.7640449438202247,0.49523809523809526,0.9082568807339451,2,0.2937620889748551,0.0,3,0.14035087719298245,2,2
0.4766839378238342,0.6292134831460674,0.2666666666666667,0.8440366972477065,2,0.6410143361019447,0.21428571428571427,1,0.07017543859649122,1,1
0.4870466321243524,0.5168539325842697,0.1142857142857143,0.27522935779816515,2,0.4708015701445003,0.14285714285714285,0,0.45614035087719296,0,0
0.2590673575129534,0.4719101123595505,0.34285714285714286,0.5045871559633028,2,0.31583513482762626,0.07142857142857142,3,0.17543859649122806,2,2
0.1761658031088083,0.5280898876404494,0.5523809523809524,0.6146788990825689,2,0.34086642393901556,0.0,3,0.10526315789473684,2,2
0.2072538860103627,0.7303370786516854,0.7047619047619048,0.724770642201835,2,0.259742291500741,0.8571428571428571,3,0.14035087719298245,1,2
0.4041450777202073,0.6629213483146067,0.43809523809523815,0.6788990825688074,3,0.46260951188986255,0.5,0,0.5263157894736842,2,0
0.6839378238341969,0.3595505617977528,0.1142857142857143,0.1651376146788991,3,0.7694703606781204,0.7142857142857142,2,0.5263157894736842,1,3
0.6010362694300518,0.5842696629213483,0.4190476190476191,0.1651376146788991,2,0.5499914666059844,0.07142857142857142,2,0.5964912280701754,0,0
0.2901554404145078,0.5393258426966292,0.2285714285714286,0.7522935779816514,2,0.30502616907498137,0.0,3,0.2807017543859649,2,2
0.2694300518134715,0.5617977528089887,0.13333333333333336,0.5688073394495413,2,0.28431846626465074,0.07142857142857142,3,0.3157894736842105,2,2
0.5595854922279793,0.3820224719101123,0.34285714285714286,0.12844036697247707,0,0.6885737854135847,0.7857142857142857,2,0.631578947368421,2,3
0.61139896373057,0.7191011235955056,0.5714285714285715,0.6697247706422018,2,0.6107492319945376,0.07142857142857142,1,0.21052631578947367,0,1
0.18652849740932645,0.6629213483146067,0.4761904761904762,0.6972477064220184,2,0.2606525201957002,0.0,3,0.3157894736842105,1,2
0.6321243523316062,0.101123595505618,0.1523809523809524,0.11009174311926606,0,0.6307742632836497,0.5,3,0.49122807017543857,0,3
0.1968911917098446,0.7865168539325843,0.20952380952380956,0.8073394495412844,2,0.2914865172374572,0.0,3,0.3157894736842105,1,2
0.18652849740932645,0.6292134831460674,0.0380952380952381,0.7706422018348624,2,0.4016241893275687,0.0,3,0.17543859649122806,2,2
0.5492227979274612,0.6853932584269663,0.5904761904761905,0.6238532110091743,2,0.3851262942314264,0.07142857142857142,0,0.24561403508771928,1,1
0.2797927461139897,0.8651685393258427,0.0761904761904762,0.8165137614678899,3,0.35611275457958946,0.0,3,0.21052631578947367,1,2
0.766839378238342,0.9662921348314607,0.8,0.7798165137614679,2,0.6068807600409603,0.14285714285714285,1,0.03508771929824561,0,1
0.922279792746114,0.9999999999999999,1.0,0.871559633027523,3,0.4704602343838893,0.8571428571428571,0,0.3157894736842105,2,0
0.5803108808290156,0.8089887640449437,0.4571428571428572,0.7339449541284404,2,0.38467117988394683,0.21428571428571427,2,0.2807017543859649,2,1
0.5699481865284974,0.4831460674157303,0.2285714285714286,0.5963302752293578,3,0.546350551826146,0.0,3,0.2807017543859649,2,1
0.4248704663212436,0.8314606741573033,1.0,0.6972477064220184,2,0.6468170440323124,0.0,1,0.10526315789473684,1,1
0.5906735751295338,0.6516853932584269,0.36190476190476195,0.13761467889908258,2,0.4918506087154402,0.2857142857142857,1,0.49122807017543857,2,0
0.3212435233160622,0.6292134831460674,0.4571428571428572,0.29357798165137616,2,0.16621629309364216,0.5,2,0.21052631578947367,0,0
0.455958549222798,0.5730337078651685,1.0,0.6972477064220184,2,0.42028387757424035,0.42857142857142855,1,0.07017543859649122,1,1
0.5181347150259068,0.11235955056179775,0.34285714285714286,0.07339449541284404,0,0.6023296165661609,0.5714285714285714,3,0.631578947368421,1,3
0.4145077720207254,0.7752808988764045,1.0,0.7889908256880734,3,0.6209893048128325,0.07142857142857142,2,0.14035087719298245,2,1
0.21761658031088085,0.3820224719101123,0.49523809523809526,0.47706422018348627,1,1.0,0.7142857142857142,1,0.8070175438596491,1,0
0.5803108808290156,0.24719101123595505,0.20952380952380956,0.11009174311926606,3,0.636690749800886,0.42857142857142855,3,0.38596491228070173,1,3
0.3523316062176166,0.6966292134831461,0.6285714285714287,0.9816513761467891,2,0.5647826828990787,0.2857142857142857,2,0.03508771929824561,1,0
0.5906735751295338,0.4382022471910112,0.01904761904761905,0.1651376146788991,3,0.6263368983957207,0.14285714285714285,1,0.49122807017543857,1,0
0.694300518134715,0.5842696629213483,1.0,0.761467889908257,3,0.5644413471384695,0.07142857142857142,0,0.5614035087719298,2,0
0.1658031088082902,0.4719101123595505,0.1142857142857143,0.7064220183486238,3,0.2653174422573681,0.07142857142857142,3,0.10526315789473684,1,2
0.4455958549222798,0.6629213483146067,0.34285714285714286,0.27522935779816515,3,0.4787660712253956,0.07142857142857142,0,0.5964912280701754,2,0
0.4870466321243524,0.6741573033707865,0.5333333333333334,0.871559633027523,3,0.41254693366708395,0.0,2,0.24561403508771928,0,1
0.5803108808290156,0.4157303370786517,0.05714285714285715,0.21100917431192662,2,0.517337012174309,0.14285714285714285,3,0.5263157894736842,2,0
0.6010362694300518,0.7191011235955056,0.7047619047619048,0.7706422018348624,2,0.42369723518033986,0.21428571428571427,2,0.3157894736842105,0,1
0.5906735751295338,0.5056179775280899,0.3047619047619048,0.7889908256880734,3,0.5659204687677786,0.0,2,0.10526315789473684,2,1
0.2797927461139897,0.8089887640449437,0.13333333333333336,0.5137614678899083,2,0.4152776197519632,0.07142857142857142,3,0.3508771929824561,1,2
0.61139896373057,0.4044943820224719,0.01904761904761905,0.3944954128440367,3,0.4795625213334862,0.14285714285714285,3,0.49122807017543857,1,0
0.4974093264248705,0.6966292134831461,0.8,0.9082568807339451,2,0.5080071680509732,0.14285714285714285,3,0.6666666666666666,0,0
0.3730569948186529,0.8202247191011235,0.380952380952381,0.5779816513761469,3,0.5222294914097176,0.21428571428571427,0,0.3508771929824561,2,1
0.5492227979274612,0.4719101123595505,0.24761904761904763,0.6330275229357798,2,0.3752275571737407,0.07142857142857142,3,0.21052631578947367,2,1
0.227979274611399,0.9213483146067415,1.0,0.9816513761467891,2,0.24460973944703746,0.42857142857142855,3,0.38596491228070173,2,2
0.4041450777202073,0.3932584269662921,0.3238095238095238,0.4036697247706422,3,0.657853566958698,0.2857142857142857,2,0.5964912280701754,2,0
0.5077720207253886,0.3820224719101123,0.5523809523809524,0.09174311926605505,2,0.635552963932188,0.07142857142857142,2,0.38596491228070173,0,0
0.4455958549222798,0.7977528089887641,0.7047619047619048,0.6513761467889909,3,0.6453379224030034,0.21428571428571427,3,0.3508771929824561,1,1
0.2590673575129534,0.5955056179775281,0.4190476190476191,0.9082568807339451,3,0.4012828535669595,0.07142857142857142,3,0.2807017543859649,2,2
0.1761658031088083,0.7415730337078651,0.5142857142857143,0.5045871559633028,2,0.2926243031061553,0.07142857142857142,3,0.24561403508771928,2,2
0.4041450777202073,0.8651685393258427,0.3238095238095238,0.8165137614678899,2,0.6238337694845821,0.21428571428571427,0,0.17543859649122806,2,1
0.5077720207253886,0.4382022471910112,0.4,0.25688073394495414,3,0.534631357378542,0.07142857142857142,2,0.49122807017543857,1,0
0.8082901554404146,0.8988764044943821,1.0,0.9816513761467891,2,0.42210433496416044,0.6428571428571428,0,0.07017543859649122,2,1
0.383419689119171,0.5730337078651685,0.7238095238095239,0.798165137614679,2,0.37079019228581167,0.0,2,0.21052631578947367,2,1
0.3005181347150259,0.5168539325842697,0.1904761904761905,0.45871559633027525,2,0.2869353737626579,0.07142857142857142,3,0.21052631578947367,1,2
0.3937823834196892,0.6179775280898876,0.4761904761904762,0.7706422018348624,2,0.5461229946524071,0.0,2,0.17543859649122806,0,1
0.15544041450777205,0.5842696629213483,0.761904761904762,0.798165137614679,2,0.3544060757765397,0.0,3,0.17543859649122806,1,2
0.2590673575129534,0.8089887640449437,0.6285714285714287,0.7339449541284404,2,0.29103140288997764,0.07142857142857142,3,0.2807017543859649,2,2
